Title,Link,Company Name,Job Description,Skills,Location,Experience,Salary,Job ID,Job Function,Industry,Specialization,Role,Qualification,Employment Type,Vacancies
Maintenance Worker,https://www.timesjobs.com/job-detail/maintenance-worker-sunil-allahabad-bareilly-faizabad-ghaziabad-gorakhpur-2-to-7-yrs-jobid-iTclZUdpgBxzpSvf__PLUS__uAgZw==,Sunil,We are hiring a maintenance worker to join our maintenance team. You will inspect different equipment and perform any basic repairs or preventative maintenance when required. ...,"Maintenance Worker, Housekeeping, Facilities Management, Preventive Maintenance, Breakdown Maintenance, Electrical Maintenance, software engineer, Fabrication, Welding","Allahabad,  Bareilly,  Faizabad,  Ghaziabad,  Gorakhpur",2-7Years,6.00 - 7.00 Lakhs,70970267,"IT Hardware : Hardware Products & Services,IT Software : Software Products & Services","IT-Hardware/Networking,  IT-Software","Embedded Technology,H/W Installation/Maintenance,Application Programming,Configuration/Release Mgmt","Software Developer/ Programmer, RF Installation & Administration Engineer, Technical Support Engineer, Hardware Installation/ Maintenance Engineer",Any Graduate,Full Time,1.0
Civil Engineer,https://www.timesjobs.com/job-detail/civil-engineer-sunil-muzaffarnagar-noida-greater-noida-saharanpur-varanasi-banaras-dehradun-2-to-7-yrs-jobid-75FDKRqsQohzpSvf__PLUS__uAgZw==,Sunil,"We are looking for an experienced, driven civil engineer with a wealth of industry knowledge. To ensure success, the ideal candidate should be comfortable splitting their hour...","Civil Engineer, autocad operator, civil inspector, Project Engineer, hardware networking, Peripherals, Software Installation, Networking, Civil Construction, Inspection","Muzaffarnagar,  Noida/Greater Noida,  Saharanpur,  Varanasi / Banaras,  Dehradun",2-7Years,6.00 - 7.00 Lakhs,70945063,"IT Hardware : Hardware Products & Services,IT Software : Software Products & Services","IT-Hardware/Networking,  IT-Software","Application Programming,Database Administration (DBA),Embedded Technology,H/W Installation/Maintenance","RF Installation & Administration Engineer, Software Testing Engineer/ Test Automation Engineer, Fresher, Hardware Installation/ Maintenance Engineer",Any Graduate,Full Time,1.0
Enterprise Architect Manager,https://www.timesjobs.com/job-detail/enterprise-architect-manager-ample-leap-cognition-faridabad-8-to-13-yrs-jobid-uvCBb9y7fA9zpSvf__PLUS__uAgZw==,Ample Leap Cognition,Job DescriptionPosition:Enterprise Architect ManagerReporting to:Chief Information Officer (CIO)Location: FaridabadAbout Company:It's a diversified business organization in Me...,"Devops, Cloud, software developer, application programmer, Tech Architech, Enterprise Architecture, Software Architect, Architectural Frameworks, Industrial IT Solution",Faridabad,8-13Years,As per Industry Standards,70779944,IT Software : Software Products & Services,Manufacturing/Industrial,"Application Programming,Project Leader/ Project Manager,System Analyst/Tech Architect,Systems Programming",Technical Architect,Any Graduate,Full Time,1.0
"C,C++",https://www.timesjobs.com/job-detail/c-c-kandpal-consultant-ahmedabad-bengaluru-bangalore-chennai-delhi-hyderabad-secunderabad-4-to-5-yrs-jobid-zStKwpTQBRtzpSvf__PLUS__uAgZw==,Kandpal Consultant,"Review the code / solutions generated by an AI system, ensuring adherence to quality standards and bestpractices Organize the development cycle, effectively manage project pri...","hdlc, Ooops, Github","Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Hyderabad/Secunderabad",4-5Years,20.00 - 30.00 Lakhs,70778163,IT Software : Software Products & Services,"IT-Software,  Software Services",Software Engineer,Other IT Role,Any Graduate,Contractual,1.0
Android Internship In Ahmedabad,https://www.timesjobs.com/job-detail/android-internship-in-ahmedabad-maxgen-technologies-ahmedabad-anand-gandhinagar-mehsana-surat-0-to-1-yrs-jobid-mPwF97__PLUS__eGzVzpSvf__PLUS__uAgZw==,Maxgen Technologies,Maxgen Technologies Pvt ltd offering internship in ahmedabad. candidates will get live project Android internship with mobile all development program.what we serve in internsh...,.,"Ahmedabad,  Anand,  Gandhinagar,  Mehsana,  Surat",0-1Years,As per Industry Standards,70806493,IT Software : Software Products & Services,IT-Software,mobile app,Other IT Software - Others,Any Graduate,Intern,1.0
It-Pmo - J48513,https://www.timesjobs.com/job-detail/it-pmo-j48513-a-leading-firm-mumbai-2-to-4-yrs-jobid-HF342EAwMlJzpSvf__PLUS__uAgZw==,Sampoorna Consultants Pvt Ltd,"Job Location: Mumbai (Kalina).Job Title: IT PMOKey Responsibilities:Skills:Proficiency in financial tools (e.g., SAP, Oracle, or MS Excel, JIRA).Strong analytical, budgeting, ...",PMO,Mumbai,2-4Years,2.00 - 5.00 Lakhs,70842699,IT Software : Software Products & Services,IT-Software,"Application Programming,Client Server,Configuration/Release Mgmt,Software Engineer",Software Developer/ Programmer,Any Graduate,Full Time,1.0
It Manager,https://www.timesjobs.com/job-detail/it-manager-sunil-kuwait-city-beirut-muscat-doha-al-madina-al-munawarah-2-to-7-yrs-jobid-2yVXhNXdDLlzpSvf__PLUS__uAgZw==,Sunil,We are looking for an experienced and motivated information technology manager who will be responsible for overseeing and ensuring that computing systems and equipment are ope...,"It Infrastructure, Management Information System, project co ordinator, business analyst, It Operations, IT Manager, it administrator, it support, network administrator","Kuwait City,  Beirut,  Muscat,  Doha,  Al Madina Al Munawarah",2-7Years,6.00 - 7.00 Lakhs,70848441,"IT Hardware : Hardware Products & Services,IT Software : Software Products & Services","IT-Hardware/Networking,  IT-Software","Embedded Technology,H/W Installation/Maintenance,Application Programming,Database Administration (DBA)","Software Developer/ Programmer, RF Installation & Administration Engineer, Fresher, Quality Assurance/ Control - Manager",Any Graduate,Full Time,1.0
Civil Engineer,https://www.timesjobs.com/job-detail/civil-engineer-sunil-kalol-kandla-mehsana-morbi-nadiad-2-to-7-yrs-jobid-zS__PLUS__vpkfAFLxzpSvf__PLUS__uAgZw==,Sunil,"We are looking for an experienced, driven civil engineer with a wealth of industry knowledge. To ensure success, the ideal candidate should be comfortable splitting their hour...","Civil Engineer, civil inspector, Project Engineer, hardware networking, Peripherals, Software Installation, autocad operator, Civil Engineering, Windows Server, engineer","Kalol,  Kandla,  Mehsana,  Morbi,  Nadiad",2-7Years,6.00 - 7.00 Lakhs,70942938,"IT Hardware : Hardware Products & Services,IT Software : Software Products & Services","IT-Hardware/Networking,  IT-Software","Embedded Technology,H/W Installation/Maintenance,Database Administration (DBA),Network Administration","Software Developer/ Programmer, RF Installation & Administration Engineer, Hardware Installation/ Maintenance Engineer, GeographicInformation Systems (GIS) Application Developer",Any Graduate,Full Time,1.0
C++ Routing Developer,https://www.timesjobs.com/job-detail/c-routing-developer-element-skill-bengaluru-bangalore-hyderabad-secunderabad-mumbai-pune-5-to-10-yrs-jobid-Hu6iIV__PLUS__famNzpSvf__PLUS__uAgZw==,Element Skill,"Experience: Candidate with - 5+ years C++ development, hands on experience developing on Linux andWindows platforms, Java a plus  Experience with FIX Protocol and developing/s...","c ++, c ++ Developer, Low-Latency Trading Platform, Big Data Analytics, Hadoop, Linux, Windows, Java, FIX Protocol, OMS, SQL, KDB, UNIX Administration, Shell Scripting, Perl","Bengaluru / Bangalore,  Hyderabad/Secunderabad,  Mumbai,  Pune",5-10Years,16.00 - 24.00 Lakhs,70777681,IT Software : Software Products & Services,Research/Surveyor/MR,Software Engineer,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Microsoft Dynamics Nav/Bc Techno Funcitonal Consultant - J48441,https://www.timesjobs.com/job-detail/microsoft-dynamics-nav-bc-techno-funcitonal-consultant-j48441-sampoorna-consultants-pvt-ltd-pune-8-to-13-yrs-jobid-vN__PLUS__CVQDt4tlzpSvf__PLUS__uAgZw==,Sampoorna Consultants Pvt Ltd,"Main duties and responsibilities: Configuring, developing and implementing Microsoft DynamicsNAV software and components in all functional areas  Work with internal stakeholde...",NAV / BC,Pune,8-13Years,12.00 - 30.00 Lakhs,70773388,IT Software : Software Products & Services,IT-Software,Software Engineer,Consultant,Any Graduate,Full Time,1.0
Ux Ui Designer Job In Australia,https://www.timesjobs.com/job-detail/ux-ui-designer-job-in-australia-exotic-expert-solutions-llp-australia-3-to-8-yrs-jobid-Lw__SLASH__yOVuHLtNzpSvf__PLUS__uAgZw==,Exotic Expert Solutions Llp,"Interested Candidate call or WhatsApp on Eight Five Two Seven Two Four One Six Six Five Creating user-centered designs by understanding business requirements, anduser feedback...","ux designer, ui designer, senior ui designer, team lead",Australia,3-8Years,50.00 - 98.00 Lakhs,70761491,IT Software : Software Products & Services,"IT-Software,  Software Services","Application Programming,Data Warehousing","Configuration/ Release Manager, Database Administrator (DBA)",Any Graduate,Full Time,1.0
Network Engineer Job In Uae,https://www.timesjobs.com/job-detail/network-engineer-job-in-uae-primex-immigration-llp-3-to-8-yrs-jobid-FuhumAwmSQNzpSvf__PLUS__uAgZw==,Primex Immigration Llp,"For more information Call & WhatsApp on - Eight Four Four Eight Three Two One One Three TwoConfigure and install various network devices and services (e.g., routers, switc...","Network Engineer, network support engineer, Network security, Network Switch, Wireless network, Network Designing",United Arab Emirates (UAE) (United Arab Emirates (uae)),3-8Years,50.00 - 98.00 Lakhs,70761468,"IT Hardware : Hardware Products & Services,IT Software : Software Products & Services","IT-Hardware/Networking,  IT-Software","Network Planning,Switching/Router,Network Engineering,Network Administration","Network Support Engineer, Network Planning Engineer",Any Graduate,Full Time,1.0
Php Developer Job In Uae,https://www.timesjobs.com/job-detail/php-developer-job-in-uae-primex-immigration-llp-3-to-8-yrs-jobid-h1bggpnevRdzpSvf__PLUS__uAgZw==,Primex Immigration Llp,For more information Call & WhatsApp on -Eight Four Four Eight Three Two One One Three Two Collaborate with the project team to understand application requirements and tra...,"PHP Developing, php developer, software developer, PHP c ++ Java, Database",United Arab Emirates (UAE) (United Arab Emirates (uae)),3-8Years,50.00 - 98.00 Lakhs,70761466,IT Software : Software Products & Services,IT-Software,php,Database Analyst/ Programmer,Any Graduate,Full Time,1.0
Cyber Security Engineer - J48515,https://www.timesjobs.com/job-detail/cyber-security-engineer-j48515-a-leading-firm-pune-4-to-9-yrs-jobid-X__SLASH__HTfNjQqh5zpSvf__PLUS__uAgZw==,Sampoorna Consultants Pvt Ltd,"Familiar with and experience of Cyber security principles for secure analysis, design, build, and support aspects with an emphasis on threat modelling frameworks, methodologie...","Azure, GCP",Pune,4-9Years,15.00 - 26.00 Lakhs,70852593,IT Software : Software Products & Services,IT-Software,"Application Programming,Client Server,Configuration/Release Mgmt,Software Engineer",Software Developer/ Programmer,Any Graduate,Full Time,1.0
Azure Infrastructure Architect - J48247A,https://www.timesjobs.com/job-detail/azure-infrastructure-architect-j48247a-a-leading-firm-bengaluru-bangalore-20-to-25-yrs-jobid-Qi__SLASH__U__PLUS__P3kh8NzpSvf__PLUS__uAgZw==,Sampoorna Consultants Pvt Ltd,"Build, manage, and deploy AI solutions that leverage Azure AI. Your responsibilities include participating in all phases of AI solutions development, including: Requirements d...","Azure Infrastructure, Azure Data Engineer",Bengaluru / Bangalore,20-25Years,30.00 - 70.00 Lakhs,70835224,IT Software : Software Products & Services,"IT-Hardware/Networking,  IT-Software","Application Programming,Client Server,Configuration/Release Mgmt,Software Engineer",Technical Architect,Any Graduate,Full Time,1.0
Java Backend Developer,https://www.timesjobs.com/job-detail/java-backend-developer-kandpal-consultant-delhi-delhi-ncr-4-to-8-yrs-jobid-__SLASH__UcLCVQp821zpSvf__PLUS__uAgZw==,Kandpal Consultant,Roles:Strong experience in building Rest based APIs and in depth exposure to microservices based architcture.Follower of best on class development practices and have good unde...,"Jawa, ""AWS developer"", Nodejs, Spring boot, Docker, Kubernetes","Delhi,  Delhi/NCR",4-8Years,16.40 - 20.20 Lakhs,70773367,IT Software : Software Products & Services,IT-Software,Application Programming,Software Developer/ Programmer,Any Graduate,Full Time,1.0
Qa Qc Engineer Job In New Zealand,https://www.timesjobs.com/job-detail/qa-qc-engineer-job-in-new-zealand-world-wide-immigration-service-llp-new-zealand-3-to-8-yrs-jobid-ccSB0so7a4NzpSvf__PLUS__uAgZw==,World Wide Immigration Service Llp,For more information Call or WhatsAppus on Nine Eight Seven Zero One Seven Zero Six Two NineResponsibilities:Quality inspection of Commercial and residential buildings.Coordin...,"QA Testing, QA Process, QC, Quality Control, Quality Assurance",New Zealand,3-8Years,50.00 - 98.00 Lakhs,70761177,IT Software : Software Products & Services,IT-Software,Quality Assurance/Testing,Software Quality Assurance Engineer,Any Graduate,Full Time,1.0
Network Engineer Job In Germany,https://www.timesjobs.com/job-detail/network-engineer-job-in-germany-primex-immigration-llp-germany-4-to-8-yrs-jobid-QnTMc__SLASH__nlpVBzpSvf__PLUS__uAgZw==,Primex Immigration Llp,For more information Call & WhatsApp on - Eight Four Four Eight Three Two One One Three TwoDesigning and implementing a network infrastructure based on organizational requ...,"Network Engineer, network support engineer, Network security, Network Switch, Wireless network, Network Designing",Germany,4-8Years,50.00 - 98.00 Lakhs,70761172,"IT Hardware : Hardware Products & Services,IT Software : Software Products & Services","IT-Hardware/Networking,  IT-Software","Network Planning,Switching/Router,Network Engineering,Network Administration","Network Support Engineer, Network Planning Engineer",Any Graduate,Full Time,1.0
Php Developer Job In Germany,https://www.timesjobs.com/job-detail/php-developer-job-in-germany-primex-immigration-llp-germany-3-to-8-yrs-jobid-dQPgw0tn2jdzpSvf__PLUS__uAgZw==,Primex Immigration Llp,"For more information Call & WhatsApp on -Eight Four Four Eight Three Two One One Three Two Writing clean, maintainable, and efficient PHP codeIntegrating data storage solu...","PHP Developing, php developer, software developer, PHP c ++ Java, Database",Germany,3-8Years,50.00 - 98.00 Lakhs,70761171,IT Software : Software Products & Services,IT-Software,php,Database Analyst/ Programmer,Any Graduate,Full Time,1.0
Flutter Internship In Ahmedabad,https://www.timesjobs.com/job-detail/flutter-internship-in-ahmedabad-maxgen-technologies-ahmedabad-bhavnagar-junagarh-rajkot-surendranagar-0-to-1-yrs-jobid-744TB1Z3BEVzpSvf__PLUS__uAgZw==,Maxgen Technologies,Maxgen Technologies pvt ltd is offering mobile app development internship. we are offering internship in flutter android and ios development program.what benefit we offer?onli...,.,"Ahmedabad,  Bhavnagar,  Junagarh,  Rajkot,  Surendranagar",0-1Years,As per Industry Standards,70799082,IT Software : Software Products & Services,IT-Software,flutter,Other IT Software - Others,Any Graduate,Intern,1.0
